"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Age Groups"	"Age Groups Code"	"States"	"States Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Oklahoma"	"40"	1644
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Oregon"	"41"	1721
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Pennsylvania"	"42"	6529
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Rhode Island"	"44"	569
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"South Carolina"	"45"	2014
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"South Dakota"	"46"	355
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Tennessee"	"47"	2718
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Texas"	"48"	8672
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Utah"	"49"	832
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Vermont"	"50"	276
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Virginia"	"51"	3175
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Washington"	"53"	2959
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"West Virginia"	"54"	958
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Wisconsin"	"55"	2780
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Wyoming"	"56"	188
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Alabama"	"01"	1634
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Alaska"	"02"	146
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Arizona"	"04"	2464
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Arkansas"	"05"	1171
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"California"	"06"	14874
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Colorado"	"08"	1868
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Connecticut"	"09"	1937
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Delaware"	"10"	401
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"District of Columbia"	"11"	195
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Florida"	"12"	11381
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Georgia"	"13"	2964
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Hawaii"	"15"	710
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Idaho"	"16"	618
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Illinois"	"17"	5378
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Indiana"	"18"	2202
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Iowa"	"19"	1755
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Kansas"	"20"	1169
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Kentucky"	"21"	1564
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Louisiana"	"22"	1589
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Maine"	"23"	727
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Maryland"	"24"	2474
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Massachusetts"	"25"	3508
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Michigan"	"26"	4027
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Minnesota"	"27"	2467
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Mississippi"	"28"	996
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Missouri"	"29"	2502
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Montana"	"30"	441
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Nebraska"	"31"	834
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Nevada"	"32"	Missing
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"New Hampshire"	"33"	662
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"New Jersey"	"34"	4573
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"New Mexico"	"35"	588
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"New York"	"36"	9624
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"North Carolina"	"37"	3778
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"North Dakota"	"38"	332
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Ohio"	"39"	4792
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Oklahoma"	"40"	1437
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Oregon"	"41"	1577
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Pennsylvania"	"42"	6694
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Rhode Island"	"44"	559
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"South Carolina"	"45"	1606
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"South Dakota"	"46"	363
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Tennessee"	"47"	2250
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Texas"	"48"	7824
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Utah"	"49"	747
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Vermont"	"50"	310
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Virginia"	"51"	2706
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Washington"	"53"	2956
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"West Virginia"	"54"	709
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Wisconsin"	"55"	2738
	"All Invasive Cancer Sites Combined"	"0"	"85+ years"	"85+"	"Wyoming"	"56"	197
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2019 Incidence"
"Query Parameters:"
"Cancer Sites: All Invasive Cancer Sites Combined"
"Year: 2019"
"Group By: Cancer Sites; Age Groups; States"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2019.html for more information."
"---"
"Query Date: Nov 13, 2022 11:16:55 PM"
"---"
"Suggested Citation: United States Cancer Statistics - Incidence: 1999 - 2019, WONDER Online Database. United States Department"
"of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2021 submission; 2022"
"release. Accessed at http://wonder.cdc.gov/cancer-v2019.html on Nov 13, 2022 11:16:55 PM"
"---"
Messages:
"1. Rows with suppressed Count are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data for in situ breast cancers are listed separately and are not included in the ""All Invasive Cancer Sites Combined"" or"
"""Male and Female Breast"" cancer categories."
"---"
Caveats:
"1. Statistics are suppressed to protect personal privacy, for the following conditions: <ol><li> Data are suppressed if the"
"figures represent fewer than 16 cases for the specific category in the table cell. </li><li> Counts and rates are suppressed for"
"cells at the Metropolitan Statistical Area (MSA) level for the race categories ""American Indian or Alaska Native"" or ""Asian"
"or Pacific Islander"" when the specific category's population for rate calculations is less than 50,000 persons. </li><li> Data"
"are suppressed at the state and MSA level for certain race and ethnicity groups: <ul><li> American Indian or Alaska Native data"
"are suppressed at the state and MSA level for residents of Illinois, Kansas, New Jersey, and New York; </li><li> Asian or"
"Pacific Islander data are suppressed at the state and MSA level for residents of Illinois, and Kansas; </li><li> Race by"
"ethnicity data are suppressed for state specific statistics for residents of Kansas, Illinois, and Massachusetts. </li></ul>"
"</li></ol> States decide whether to suppress data for specific race and ethnicity categories. The suppression criteria may vary"
"in previous releases of these data More information: http://wonder.cdc.gov/wonder/help/cancer-v2019.html#Confidentiality."
"2. 'Missing' is displayed for a combination of states/territories/MSAs and years that did not meet the United States Cancer"
"Statistics (USCS) publication standard or did not allow permission for their data to be used."
"3. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"4. Age-adjusted rates are not available when results are grouped by age."
"5. These states are missing data for the indicated year: Mississippi 1999-2002; Nevada 2018-2019; South Dakota 1999-2000."
"6. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria. Incidence data"
"shown for the United States are diagnoses and populations from included registries only."
"7. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated March 1, 2018, which define"
"standard groupings of primary cancer sites."
"8. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
